name,popularity,phonetic,gender,meaning,root
پرن,101,paran,female,پروین,فارسی
پرنا,613,parnā,female,دیبای منقش لطیف و نازک,فارسی
پرند,1858,parand,female,پرن ، پارچه ابریشمی بدون نقش ونگار، حریر ساده,فارسی
پرندخت,101,paran doxt,female,دختر لطیف چون پرند,فارسی
پرندوش,101,paran doš,female,پس پریشب,فارسی
پرندیس,230,paran dis,female,نرم و لطیف چون پرند,فارسی
پرنوش,152,pornuš,female,به ضم پ ، شیرین ، زیبا ، دوست داشتنی,فارسی
پرنون,101,parnun,female,پرنیان,فارسی
پرنیا,35942,parniyā,female,فرنیا,فارسی
پرنیان,15720,parniyān,female,پارچه ابریشمی دارای نقش و نگار,فارسی
پرهام,54659,parhām,male,برهان قاطع براهیم ابراهیم را معرب آن دانسته است,فارسی
پروا,2847,parvā,female,ملاحظه، فرصت و زمان پرداختن به کاری ، فراغت و آسایش، توجه,فارسی
پروانه,129174,parvāne,female,حشره ای با بدن کشیده و باریک و بالهای پهن پوشیده از پولکهای رنگارنگ,فارسی
پرور,3693,,female,ریشه پروردن، دارای پر,فارسی
پروشات,385,porušāt,female,بسیار شاد ، نام همسر داریوش دوم پادشاه هخامنشی,اوستایی-پهلوی
پرویز,105474,parviz,male,از شخصیتهای شاهنامه، نام خسرو دوم پادشاه ساسانی,اوستایی-پهلوی
پروین,187344,parvin,female,دسته ای از شش ستاره درخشان در صورت فلکی ثور، ثریا,فارسی
پری,90988,pari,female,در فرهنگ عوام، موجودی بسیار زیبا، نیکوکار، و نامرئی که گاه خود را نشان می دهد و با جمالش انسان را فریفته خود می کند,فارسی
پری پیکر, ,,female,آنکه اندامی زیبا چون پری دارد,فارسی
پری تاج, ,,female,پری(موجودی بسیار زیبا) + تاج ، سرآمد پریان,فارسی
پری جان, ,,female,مرکب از پری + جان( واژه محبت آمیز در خطاب به اشخاص، به معنی عزیز),فارسی
پری دخت,4600,,female,دختر پری ، نام دختر پادشاه چین که سام پسر نریمان عاشق او شد و زال پدر رستم از او زاده شد,فارسی
پری سیما,1132,,female,پری(فارسی) + سیما(عربی) پریچهره، زیبارو,فارسی
پری گل,2617,,female,زیبا چون گل و پری,فارسی
پری ویس, ,,female,نام زنی در ویس و رامین,فارسی
پریا,77785,pariyā,female,زیبا چون پری,فارسی
پریان,1090,pariyān,female,پری ها,فارسی
پریسا,179633,parisā,female,زیبا چون پری,فارسی
پریسان,1551,parisān,female,مانند پری ، دختری که مثل پری زیبا است ، بانویی زیبا چون پری,فارسی
پریوش,25665,parivāš,female,زیبا چون پری,فارسی
پژال,101,pežāl,female,جوانه نازک ، شاخه های تازه روییده و ریز درختان,کردی
پژمان,30010,pežmān,male,دلتنگ، غمگین,فارسی
پژواک,171,pežvāk,both,صدایی که حاصل تکرارا صدا پس از برخورد به مانع وبازتاب آن است,فارسی
پشنگ, ,,male,نام چند تن از شخصیتهای شاهنامه از جمله نام برادرزاده فریدون پادشاه پیشدادی و نیز پدر افراسیاب,فارسی
پشوتن,177,pašutan,male,از شخصیتهای شاهنامه، نام پسر گشتاسپ و کتایون و بردار اسفندیار,فارسی
پگاه,17277,pegāh,female,سپیده دم، صبح زود,فارسی
پوپک,810,pupak,female,پرنده ای که تاجی از پر بر سر دارد، هدهد,فارسی
پوران,26467,purān,female,پوران دخت,فارسی
پوران دخت,6844,,female,از شخصیتهای شاهنامه، نام ملکه ایران در دوران ساسانی و دختر خسرو پرویز پادشاه ساسانی,فارسی
پوربه,101,purbe,male,پسر بهتر,فارسی
پوریا,88864,puriyā,male,نام پهلوان ایرانی معروف به پوریای ولی، نام اصلی وی محمود خوارزمی و متخلص به قتالی بوده است,فارسی
پولاد,1252,pulād,male,نام چند تن از شخصیتهای شاهنامه از جمله نام یکی از فرماندهان دلاور ایرانی در زمان کیقباد,فارسی
پولک, ,,female,دایره هایی کوچک و نازک به رنگهای مختلف که برای تزیین لباس به کار می رود ، فلس ماهی که روی بدن ماهی را پوشانده است,فارسی
پونه,7208,pune,female,گیاهی معطر از خانواده نعناع,فارسی
پویا,58834,puyā,male,آن که دارای حرکت و پیشروی است,فارسی
پویان,16965,puyān,male,پویا، پوینده,فارسی
پیام,27307,payām,male,الهام، وحی,فارسی
پیران, ,,male,از شخصیتهای شاهنامه، نام پسر ویسه سپهدار افراسیاب تورانی و یکی از شخصیتهای محبوب در داستان سیاوش,فارسی
پیروز,2691,piruz,male,فاتح، فرخنده ، خوشحال، شاد ، نام چندتن از شخصیتهای شاهنامه از جمله نام یکی از دلاوران ایرانی در زمان ساسانیان,فارسی
پیروزان,101,piruzān,male,نام یکی از سرداران یزگرد پادشاه ساسانی,فارسی
پیروزه,2155,piruze,male,در اوستا لقب هوشنگ پسر سیامک پادشاه داستانی ایران ، عنوان هر یک از پادشاهان سلسله داستانی,فارسی
پیمان,83468,peymān,male,عهد، قرار,فارسی
پیمانه,1854,peymāne,female,جام شراب,فارسی
پینار,2297,pinār,female,سرچشمه,ترکی
پیوند,914,peivand,female,پیوسته بودن دو یا چند کس یا چیز به هم,فارسی
پیکان, ,,male,نوک فلزی و تیزسر تیر یا نیزه,فارسی
تابا,101,tābā,both,تابنده، تابان,فارسی
تابان,1841,tābān,both,روشن، درخشان، ریشه تاباندن,فارسی
تابان چهر,101,,female,آن که چهره ای روشن و درخشان دارد,فارسی
تابان دخت,101,,female,مرکب از تابان( درخشان) + دخت(دختر),فارسی
تابان رخ, ,,female,تابان چهر,فارسی
تابان گل, ,,female,مرکب از تابان( درخشان)+ گل,فارسی
تابان مهر,101,,female,خورشید تابان، خورشید درخشان,فارسی
تابناک,101,,female,جذاب‎ ‎، روشن و درخشنده,فارسی
تاج آفرین, ,,female,آفریننده تاج، به وجود آورنده تاج,فارسی
تاج الدین,1558,,male,آن که چون تاج در رأس دین است، نام چند تن از شخصیتهای تاریخی,عربی
تاج الزمان, ,,female,آن که چون تاج در رأس زمان خود است,عربی
تاج الملوک, ,,female,افسر پادشاهان، تاج شاهان، گیاهی گیاهی زینتی از خانواده آلاله با گلهای زیبای واژگون,عربی
تاج الملک, ,,female,افسر پادشاهی، تاج پادشاهی,عربی
تاج بانو, ,,female,ملکه، شاهزاده خانم,فارسی
تاج بخش, ,,male,بخشنده تاج پادشاهی، رساننده کسی به پادشاهی ، از القاب رستم پهلوان شاهنامه,فارسی
تاج بی بی, ,,female,ملکه، شاهزاده خانم,فارسی-ترکی
تاج خاتون, ,,female,ملکه، شاهزاده خانم,فارسی
تاج دخت, ,,female,تاج( کلاه پادشاهی، افسر) + دخت( دختر),فارسی
تاج گل, ,,female,آن که چون تاجی در رأس گلها است، زیبا,فارسی
تاج ماه, ,,female,آن که چون تاجی بر سر ماه است، بسیار زیبا,فارسی
تاج مهر, ,,female,آن که چون تاجی بر سر خورشید است، یا دسته گلی به شکل تاج، بسیار زیبا,فارسی
تارا,22999,tārā,female,ستاره,فارسی
تارادخت,101,tārā doxt,female,مرکب از تارا(ستاره) + دخت( دختر),فارسی
تارح, ,,male,نام پدر ابراهیم(ع),عبری
تارخ,875,tārox,male,نام پدر ابراهیم(ع),عبری
تافته,101,tāfte,female,نوعی پارچه ابریشمی,فارسی
تالیا,361,tāliyā,female,تلاوت کننده قران مرکب از تالی عربی به معنی تلاوت کننده + الف تانیث فارسی,فارسی-عربی
تامارا,1031,tāmārā,female,نام حاکم گرجستان و دختر گیورکی سوم,آشوری
تامیلا,431,tāmilā,female,بخشنده,ترکی
تانسو,101,tānsu,female,تمیزی ، پاکی ، زیبایی ، زلالی چشمه ، شبنم صبحگاهی,ترکی
تانیا,8918,tāniyā,female,تالار - تهنیا - دختر تنها,کردی
تایماز,1367,tāymāz,male,خطاناپذیر,ترکی
تبسم,10122,tabassom,female,خنده بدون صدا، لبخند,عربی
تحفه,2908,tohfe,female,شخص یا چیز بسیار ارزشمند، هدیه,عربی
تذرو, ,,female,قرقاول,فارسی
تراب,6418,torāb,male,خاک,عربی
ترانه,11940,tarāne,female,سخن معمولاً موزون که با موسیقی خوانده می شود، آواز,فارسی
ترخان,101,tarxān,male,در دوره مغول آن که خان به او امتیازات ویژه ای مانند معافیت از مالیات می داده است,ترکی
ترلان,7098,tarlān,female,پرنده ای از خانواده باز شکاری,ترکی
ترمه,5259,terme,female,نوعی پارچه با نقشهای بته جقه یا اسلیمی,فارسی
ترنج,2415,tora(o)nj,female,میوه ای از خانواده مرکبات که از مرکبات دیگر درشت تر است,فارسی
ترنم,21959,tarannom,female,زمزمه کردن یک نغمه ، آواز، نغمه,عربی
